MedicineID,Name,Description,CompanyName,Cost,Category,IsPrescribed,PackagingTemperature,CompanyID,HomemadeRemedies
890,Antacid,Animal bite NEC,"Ortiz, Corkery and Koelpin",57.05,Pharmacy Medicine,1,4,67,use neem
891,Extra Strength Pain Relief,Screening-poliomyelitis,Stamm-Littel,39.15,General Sales List,1,5,27,practice wake early
892,Topotecan,Colic,Goldner-Gottlieb,76.83,Pharmacy Medicine,1,-2,99,practice wake early
893,FluGo,Lacrim passage granuloma,"McGlynn, Hansen and Nicolas",97.39,General Sales List,0,18,24,do wake early
894,Hydrochlorothiazide,3rd deg burn chest wall,Wyman Inc,268.09,Pharmacy Medicine,0,30,79,follow wake early
895,Allopurinol,Deep vein thromb-postpar,"O'Conner, Kris and Schowalter",58.64,Pharmacy Medicine,1,21,54,practice sav-assan
896,Tolterodine Tartrate,Amphetamin depend-contin,Ankunding Inc,62.79,Controlled List,0,12,48,take tulsi
897,Amoxicillin,Vis path dis w vasc dis,Hauck-Denesik,17.32,Pharmacy Medicine,1,24,35,do 8 hour sleep
898,Acetylcysteine,Adv eff coagulants,Gottlieb-Kemmer,56.94,General Sales List,1,21,45,take wake early
899,Duloxetine,Sialolithiasis,Dietrich-Denesik,66.67,Controlled List,0,1,63,do padma-assan
900,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Hypercementosis,"Wiegand, Prohaska and Kub",301.47,Controlled List,1,-1,52,follow padma-assan
901,Haloperidol,Speech disturbance NEC,Ullrich LLC,98.71,General Sales List,0,27,81,use tulsi
902,CHENOPODIUM ALBUM POLLEN,Glycogenosis,Yundt-Price,89.8,General Sales List,1,-2,15,follow haldi
903,Keppra,Vaccin for diphtheria,Witting Inc,49.16,General Sales List,0,15,57,follow boil water
904,Clopidogrel,Matern distres-del w p/p,Johns-Lowe,82.38,Pharmacy Medicine,1,-4,56,do haldi
905,ariSulfur,Drug depend NEC-unspec,"Douglas, Keeling and Murray",76.49,Pharmacy Medicine,0,5,42,do wake early
906,AMITRIPTYLINE HYDROCHLORIDE,Avoidant personality dis,Langosh Inc,217.17,Controlled List,1,12,19,do sav-assan
907,Oxy Daily Defense Exfoliating Body Scrub,Optic atrph w retin dyst,Cummings-Labadie,52.05,Controlled List,1,29,68,practice tulsi
908,Diazepam,Chr post-trauma headache,Wyman Inc,81.35,Pharmacy Medicine,1,11,79,do wake early
909,Levofloxacin,Kyphoscoliotic heart dis,Gerhold and Sons,71.51,Controlled List,1,2,31,follow tulsi
910,METOPROLOL SUCCINATE,Postoperative air leak,Nitzsche and Sons,52.52,Pharmacy Medicine,1,22,21,take tulsi
911,Axe,Viral arthritis-pelvis,Muller Group,22.39,Pharmacy Medicine,1,9,88,practice vegetarian
912,TAMNAMO ESSENTIAL HAIR,Late ef-hemiplga non-dom,Ankunding Inc,231.03,Pharmacy Medicine,1,10,48,use padma-assan
913,POLYPHENOL C15 BROAD SPECTRUM SPF20 ANTI-WRINKLE PROTECT FLUID,TB pneumonia-micro dx,Kuphal LLC,57.09,Controlled List,1,18,29,do vegetarian
914,Aveeno Baby Natural Protection MineralBlock Sunblock,Stress fx pelvis,Koch-Graham,48.66,Controlled List,1,15,39,practice sav-assan
915,DG Health Fast Acting Mucus Relief,Orthopoxvirus infect NOS,Kub-Aufderhar,31.55,Pharmacy Medicine,1,2,72,use haldi
916,Rugby Heartburn Treatment,Water sliding,Emard Group,24.26,Controlled List,1,-3,93,do wake early
917,HGH Vitality,Sleep organic disord NEC,"Hyatt, Fisher and Crooks",81.77,General Sales List,0,-4,16,do vegetarian
918,Naproxen,Pulmon TB NOS-exam unkn,DuBuque-Paucek,382.44,Controlled List,1,29,14,use neem
919,GPS Topical Anesthetic,Epilepsy-delivered w p/p,Wolf-Price,33.94,Controlled List,1,10,47,practice haldi
920,Diabecline,Screen-bronch/emphysema,McKenzie Group,58.07,Pharmacy Medicine,0,30,7,practice wake early
921,HYDRALAZINE HYDROCHLORIDE,Unsp ds conjuc viruses,"Moen, Osinski and Weissnat",93.87,Controlled List,1,5,73,take padma-assan
922,Sunscreen,Fet damg d/t virus-unsp,"O'Conner, Kris and Schowalter",28.25,General Sales List,0,15,54,take vegetarian
923,COREGCR,Pathol dislocat-shlder,"Cassin, Kuphal and Feeney",59.08,General Sales List,1,2,2,follow tulsi
924,Gabapentin,Open brain lacer-concuss,Spinka-Crist,234.92,Pharmacy Medicine,0,27,40,do neem
925,OPANA,Persistent vegtv state,"Prosacco, Cronin and Wilderman",37.1,Pharmacy Medicine,1,0,25,follow tulsi
926,Fluoxetine Hydrochloride,DMI unspf nt st uncntrld,Walter and Sons,95.34,Controlled List,1,24,44,follow sav-assan
927,Berberis Larix Urinary Tract Relief,Chr marginal ulc w perf,Hartmann-Brakus,52.86,General Sales List,1,16,62,use boil water
928,LISINOPRIL AND HYDROCHLOROTHIAZIDE,Assault-poisoning NOS,Rempel Inc,21.42,General Sales List,1,2,8,follow vegetarian
929,Lovastatin,Mal neo parietal lobe,"Moen, Osinski and Weissnat",70.42,Pharmacy Medicine,1,11,73,do vegetarian
930,DepressionComposition,Obstruction of bile duct,DuBuque-Paucek,321.61,Controlled List,0,14,14,practice 8 hour sleep
931,oxaliplatin,Acquire absnce intestine,"Welch, Turner and O'Reilly",98.2,Controlled List,1,5,89,practice sav-assan
932,Tarceva,Mult crushing injury leg,Johnson Group,10.13,Pharmacy Medicine,1,20,90,take neem
933,Oxybutynin Chloride,Mycotic arthritis-shlder,Gottlieb-Kemmer,71.33,Pharmacy Medicine,0,23,45,follow haldi
934,Diphenhist,Comb deg cord in oth dis,"Maggio, Wehner and Ratke",40.17,General Sales List,1,24,83,use padma-assan
935,Alprazolam,Throat pain,Zemlak and Sons,66.08,Pharmacy Medicine,0,6,70,use neem
936,Claforan,Disturbances of vision,Feil-Mante,209.99,Pharmacy Medicine,0,13,96,take sav-assan
937,CoTZ SPF 58,Dislocat knee NOS-closed,Walter and Sons,35.48,Controlled List,0,4,44,do tulsi
938,triamcinolone acetonide,Mal neo upper vermilion,Kub-Aufderhar,93,General Sales List,0,3,72,follow sav-assan
939,elimite,Tox w old hyper-antepart,DuBuque-Paucek,88.15,Pharmacy Medicine,1,1,14,practice vegetarian
940,mapap,Fx femur intrcap NOS-opn,Crona-Leannon,33.45,General Sales List,1,5,6,take sav-assan
941,KHUSKIA ORYZAE,Thlasema Hb-S w/o crisis,"Douglas, Keeling and Murray",75.6,Pharmacy Medicine,1,25,42,practice padma-assan
942,Tussi Pres B,Del w 1 deg lac-postpart,Harris-Beer,772.43,General Sales List,1,16,32,practice wake early
943,Adult Tussin DM Max,Benign neoplasm ovary,Feil-Mante,68.47,Controlled List,1,-1,96,use boil water
944,Fentanyl,Drug dependence-deliver,Wolf-Price,13.15,Pharmacy Medicine,1,9,47,practice wake early
945,EGF UV SHIELD,Unsp lym unsp xtrndl org,Crona-Leannon,19.22,General Sales List,1,-5,6,practice tulsi
946,Hand Cleanse,Edema in preg-delivered,McKenzie Group,68.07,Controlled List,0,6,7,do haldi
947,LEVAQUIN,Mal neo retroperitoneum,Breitenberg-Kulas,21.52,Pharmacy Medicine,0,6,28,follow tulsi
948,Ranitidine 75,Neutropenia d/t infectn,Schimmel-Hoeger,635.93,Controlled List,1,23,80,use sav-assan
949,ALCOHOL FREE HAND SANITIZER,Bone infect NOS-shlder,"Greenholt, Herman and Gislason",14.57,Pharmacy Medicine,1,22,92,practice neem
950,CARE ONE,Hodgkins mix cell spleen,Kris-Jacobson,66.54,Controlled List,0,22,9,do haldi
951,Halibut,Fx arm mult/NOS-closed,"Maggio, Wehner and Ratke",83.2,Controlled List,1,-1,83,follow padma-assan
952,Major Camphor and Phenol,Kidney disruption-open,"Douglas, Keeling and Murray",91.76,General Sales List,0,28,42,do vegetarian
953,Metoprolol Tartrate and Hydrochlorothiazide,Threat labor NEC-unspec,"Goyette, Daniel and Leannon",53.86,Pharmacy Medicine,0,18,5,take vegetarian
954,Giant Ragweed Pollen,Anal or rectal pain,Rempel Inc,940.34,General Sales List,1,30,8,follow padma-assan
955,Ketorolac Tromethamine,Crowd w/o sub fall,"Douglas, Keeling and Murray",63.26,Pharmacy Medicine,0,14,42,practice wake early
956,Azithromycin,Disfigurements of head,Nitzsche and Sons,88.07,Pharmacy Medicine,1,30,21,use haldi
957,SunMark Allergy Relief,Lower extremity aneurysm,"Cremin, Rosenbaum and Bashirian",32.38,General Sales List,0,8,86,follow sav-assan
958,NATRUM PHOSPHORICUM,Injur carotid artery NOS,Green-Harris,98.19,General Sales List,1,8,34,follow boil water
959,Divalproex Sodium,Prim thrombocytopen NOS,Koch-Graham,44.07,Pharmacy Medicine,1,14,39,take boil water
960,Buprenorphine HCl,Myelodysplastic synd NOS,Gottlieb-Kemmer,231.98,Pharmacy Medicine,1,-2,45,follow 8 hour sleep
961,Lamotrigine,Ven compl preg NEC-unsp,Leffler Inc,87.11,General Sales List,1,6,76,practice vegetarian
962,Old Spice High Endurance Clear,Monoc esotrop w x/y pat,"Zieme, Lakin and Carter",25.75,Controlled List,0,4,55,use wake early
963,aspirin,Prev c-delivery-delivrd,Breitenberg-Kulas,79.31,General Sales List,1,19,28,follow boil water
964,Peptic Relief,T7-t12 fx-op/crd inj NOS,"Reinger, Langworth and Wunsch",38.22,Controlled List,1,22,11,follow vegetarian
965,Noxzema,Chronic meningitis,Nikolaus Inc,74.88,Controlled List,0,23,60,do vegetarian
966,soCALM Pain Relieving,Lipoma spermatic cord,"Thompson, Lang and Crist",426.24,General Sales List,1,3,75,take wake early
967,Nutra Nail FUNGI FREE Antifungal Treatment,Fit/adj non-vsc cath NEC,Hettinger Inc,34.05,Controlled List,0,19,12,use sav-assan
968,CD DIORSKIN NUDE SKIN-GLOWING MAKEUP SUNSCREEN BROAD SPECTRUM SPF 15 031 Sand,Injury-jump fm residence,Yundt-Price,57.82,Controlled List,1,25,15,follow wake early
969,Amidate,Poisoning-antibiotic NOS,"Luettgen, Hayes and Ward",36.49,Controlled List,1,25,38,follow boil water
970,Treatment Set TS332626,Congenital ureterocele,Kuphal LLC,61.83,General Sales List,0,5,29,practice wake early
971,Premier Value Hemorrhoidal,Periostitis-shlder,Ferry Group,12.9,Pharmacy Medicine,0,28,74,practice sav-assan
972,HYQVIA,Sarcoidosis,Goldner-Gottlieb,150.49,General Sales List,0,-5,99,do tulsi
973,good neighbor pharmacy miconazole 3,Anaerobic meningitis,"Hermiston, Legros and Hand",21.36,Controlled List,1,29,13,do boil water
974,Bacitracin Zinc,Renal dis NOS-del w p/p,Tillman-Waelchi,33.73,Pharmacy Medicine,0,-5,4,practice sav-assan
975,Injury,Spina bifida-dorsal,Herman-Marks,97.82,General Sales List,0,12,94,take 8 hour sleep
976,equate Nicotine,Bacteriuria preg-unspec,Nikolaus Inc,24.28,Pharmacy Medicine,1,18,60,practice haldi
977,Neutrogena Healthy Skin Compact Makeup,Abn pelv NEC-deliv w p/p,Kautzer LLC,47.85,Controlled List,0,0,61,take boil water
978,Leflunomide,Insect bite finger-infec,Hane-Doyle,794.21,General Sales List,1,20,51,take neem
979,ExeFen DMX,Abnormal labor NOS-deliv,"Cremin, Rosenbaum and Bashirian",50.48,Controlled List,1,13,86,practice boil water
980,Wal-Sporin,Opn skl/oth fx-deep coma,"McGlynn, Hansen and Nicolas",50.88,Pharmacy Medicine,1,8,24,follow 8 hour sleep
981,Senna,Schizoaffectve dis-remis,Feil-Mante,55.2,Pharmacy Medicine,0,14,96,take sav-assan
982,Levetiracetam,Sebrrheic dermatitis NOS,"Simonis, Kling and Mraz",47.35,General Sales List,1,1,71,practice tulsi
983,Hydroxyzine Pamoate,Abdmnal pain lt lwr quad,Kub-Aufderhar,59.45,General Sales List,0,22,72,practice sav-assan
984,enema,Pingueculitis,Wolf-Price,898.68,General Sales List,0,1,47,do wake early
985,methylergonovine maleate,Preterm infant NEC wtNOS,Bradtke-Heathcote,11.36,General Sales List,1,-3,78,take boil water
986,JiDeSheng,Prader-willi syndrome,Johnson Group,99.04,Controlled List,0,27,90,practice vegetarian
987,equaline ibuprofen pm,Intestinal obstruct NOS,"Bode, Deckow and Schuster",41.83,Pharmacy Medicine,1,19,10,take sav-assan
988,Bioelements,Transv/obliq lie-unspec,"Hahn, Lubowitz and Halvorson",26.8,Pharmacy Medicine,1,-5,69,take boil water
989,Spooky Vanilla Antibacterial Hand Sanitizer,Heart chamber lacer-opn,Johnson Group,14.76,General Sales List,0,17,90,practice neem
990,Lice Treatment,Sec neuroendo tu-periton,Kautzer LLC,180.12,Controlled List,1,11,61,do tulsi
991,Isopropyl Rubbing Alcohol 50% With Wintergreen,Somat dysfunc pelvic reg,Harris-Maggio,89.17,General Sales List,0,24,22,do tulsi
992,Wart Free,Fracture NOS-closed,Ferry Group,50.9,General Sales List,0,0,74,follow wake early
993,ELF Mineral Foundation SPF 15,Furnit w/o sub fall,"Thompson, Lang and Crist",34.5,Pharmacy Medicine,1,24,75,practice boil water
994,Casein,Poisoning-gi agents NEC,Nikolaus Inc,51.73,Controlled List,0,20,60,take tulsi
995,Cipro,Dicalc phos cry-site NEC,Johnson Group,69.75,General Sales List,1,15,90,practice vegetarian
996,Ambix First Aid,Bullous keratopathy,Spinka-Crist,264.46,Controlled List,0,9,40,practice padma-assan
997,PLAGENTRA INTENSIVE CARE,Compl labor NEC-antepart,"Bechtelar, Connelly and Boehm",28.94,Controlled List,1,8,82,follow wake early
998,voriconazole,Mult birth NOS-hosp w cs,Harris-Beer,54.57,Controlled List,1,14,32,follow vegetarian
999,Venlafaxine,Poison-antivaricose drug,Witting Inc,88.2,Controlled List,1,2,57,take haldi
1000,Carboplatin,Dysplasia of prostate,Tillman-Waelchi,77.01,General Sales List,1,16,4,do tulsi
